Indicator ID,Indicator Name,Parent Code,Parent Name,Area Code,Area Name,Area Type,Sex,Age,Category Type,Category,Time period,Value,Lower CI 95.0 limit,Upper CI 95.0 limit,Lower CI 99.8 limit,Upper CI 99.8 limit,Count,Denominator,Value note,Recent Trend,Compared to England value or percentiles,Compared to percentiles,Time period Sortable,New data,Compared to goal,Time period range
93553,Deprivation score (IMD 2019),E92000001,England,C82103,Dishley Grange Medical Practice,GP,Persons,All ages,,,2019,12.7435860935857,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C82105,Ar-Razi Medical Centre,GP,Persons,All ages,,,2019,21.6765686794957,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C82107,Cossington Park Surgery,GP,Persons,All ages,,,2019,30.7397072640869,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C82109,Husbands Bosworth Medical Centre,GP,Persons,All ages,,,2019,10.9007629487531,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C82111,Nn Vaghela's Practice,GP,Persons,All ages,,,2019,12.7537797152632,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C82112,Spectrum Health,GP,Persons,All ages,,,2019,7.31951167830484,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C82114,Dr U K Roy,GP,Persons,All ages,,,2019,30.5427568451165,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C82116,Highfields Surgery (R Wadhwa),GP,Persons,All ages,,,2019,31.5508476572959,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C82119,Narborough Health Centre,GP,Persons,All ages,,,2019,24.063507994518,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C82120,Whitwick Health Centre,GP,Persons,All ages,,,2019,15.410097362514,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C82121,Heath Lane Surgery,GP,Persons,All ages,,,2019,17.8926481341489,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C82122,Clarendon Park Road Health Centre,GP,Persons,All ages,,,2019,16.0248604863778,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C82124,Victoria Park Health Centre,GP,Persons,All ages,,,2019,20.7192232441472,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C82600,The Banks Surgery,GP,Persons,All ages,,,2019,13.047319782723,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C82610,The Parks Medical Centre (B Hainsworth),GP,Persons,All ages,,,2019,47.3785940799723,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C82611,The Masharani Practice,GP,Persons,All ages,,,2019,9.06252666775404,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C82614,Asquith Surgery,GP,Persons,All ages,,,2019,14.462842983317,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C82620,Dr S Shafi,GP,Persons,All ages,,,2019,26.6501078590786,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C82623,Heatherbrook Surgery (Rp Archer),GP,Persons,All ages,,,2019,21.7559954102123,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C82624,The Practice Beaumont Leys,GP,Persons,All ages,,,2019,48.2760632158263,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C82626,Pasley Road Health Centre (Tk Khong),GP,Persons,All ages,,,2019,39.1545717400785,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C82627,Silverdale Medical Centre,GP,Persons,All ages,,,2019,17.474114772945,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C82628,Groby Surgery,GP,Persons,All ages,,,2019,6.87682259887006,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C82631,Enderby Medical Centre,GP,Persons,All ages,,,2019,11.2054138616891,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C82634,Ratby Surgery,GP,Persons,All ages,,,2019,11.8524058807365,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C82639,Westcotes Health Centre (Rl Hazeldine),GP,Persons,All ages,,,2019,25.4412755723933,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C82642,Highfields Medical Centre,GP,Persons,All ages,,,2019,29.3465855993039,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C82643,Community Health Centre (Zs Osama),GP,Persons,All ages,,,2019,31.5088309228109,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C82644,Dr Mk Lakhani's Practice,GP,Persons,All ages,,,2019,12.9440183885797,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C82649,Market Overton & Somerby Surgeries,GP,Persons,All ages,,,2019,11.4685985221675,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C82650,Desford Medical Centre,GP,Persons,All ages,,,2019,10.8917996887506,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C82651,Broadhurst St Med Pract (Ks Morjaria),GP,Persons,All ages,,,2019,26.2214010416667,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C82653,Westcotes GP Surgery (Two),GP,Persons,All ages,,,2019,34.7941471004243,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C82656,Field Street Surgery,GP,Persons,All ages,,,2019,14.5217644736842,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C82659,Dr R Kapur & Partners,GP,Persons,All ages,,,2019,30.6743640059128,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C82660,St Peter's Med Centre (Mansingh & Mehra),GP,Persons,All ages,,,2019,24.8970373476816,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C82662,Walnut St Med Ctr (Leicester Med Group),GP,Persons,All ages,,,2019,25.037795429815,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C82667,The Charnwood Practice,GP,Persons,All ages,,,2019,30.8568485474322,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C82669,The Surgery @ Aylestone,GP,Persons,All ages,,,2019,28.2679393049437,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C82670,Inclusion Healthcare,GP,Persons,All ages,,,2019,34.9174245098039,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C82671,Dr Gandecha & Partner,GP,Persons,All ages,,,2019,29.1602686180804,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C82676,St Elizabeth's Medical Centre (Ja Wood),GP,Persons,All ages,,,2019,26.4067284467079,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C82678,Thurmaston Health Centre,GP,Persons,All ages,,,2019,19.4657446867237,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C82680,Rushey Mead Health Centre,GP,Persons,All ages,,,2019,25.6638849519744,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83001,Portland Medical Practice,GP,Persons,All ages,,,2019,29.4509396909492,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83002,Navenby Cliff Villages Surgery,GP,Persons,All ages,,,2019,7.78812107031438,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83003,Beechfield Medical Centre,GP,Persons,All ages,,,2019,14.8919865582829,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83004,Liquorpond Surgery,GP,Persons,All ages,,,2019,22.3062224027362,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83005,Spilsby Surgery,GP,Persons,All ages,,,2019,26.8808051178451,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83007,Lakeside Healthcare Stamford,GP,Persons,All ages,,,2019,10.5603589929646,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83008,Swingbridge Surgery,GP,Persons,All ages,,,2019,21.7574770949721,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83009,Lindum Medical Practice,GP,Persons,All ages,,,2019,33.0205094300084,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83010,Parkside Medical Centre,GP,Persons,All ages,,,2019,22.7269692288832,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83011,Millview Medical Centre,GP,Persons,All ages,,,2019,13.1705154210577,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83013,Ruskington Surgery,GP,Persons,All ages,,,2019,13.7138874121406,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83014,Boultham Park Medical Practice,GP,Persons,All ages,,,2019,29.8831663542181,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83015,Swineshead Surgery,GP,Persons,All ages,,,2019,21.3212932215399,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83018,Cleveland Surgery,GP,Persons,All ages,,,2019,37.5679791360791,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83019,Beacon Medical Practice,GP,Persons,All ages,,,2019,45.5456366971646,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83020,Caythorpe & Ancaster Medical Practice,GP,Persons,All ages,,,2019,11.6029547837484,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83022,Munro Medical Centre,GP,Persons,All ages,,,2019,14.6750903011666,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83023,Sleaford Medical Group,GP,Persons,All ages,,,2019,13.78147819956,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83024,The Glenside Country Practice,GP,Persons,All ages,,,2019,14.2479351988218,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83025,Richmond Medical Centre,GP,Persons,All ages,,,2019,10.4214566494258,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83026,The Deepings Practice,GP,Persons,All ages,,,2019,9.27857360512327,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83027,Horncastle Medical Group,GP,Persons,All ages,,,2019,20.362468567093,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83028,Holbeach Medical Centre,GP,Persons,All ages,,,2019,20.912139143171,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83029,Branston & Heighington Family Practice,GP,Persons,All ages,,,2019,11.4501578947368,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83030,Billinghay Medical Practice,GP,Persons,All ages,,,2019,25.4174203530633,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83031,Nettleham Medical Practice,GP,Persons,All ages,,,2019,9.8336660154591,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83032,Merton Lodge Surgery,GP,Persons,All ages,,,2019,29.780161247687,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83033,Hibaldstow Medical Practice,GP,Persons,All ages,,,2019,17.8397970972424,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83035,Hereward Medical Centre,GP,Persons,All ages,,,2019,9.51410231127238,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83036,Gosberton Medical Centre,GP,Persons,All ages,,,2019,17.3970307408981,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83037,Welton Family Health Centre,GP,Persons,All ages,,,2019,10.6495169184933,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83038,The Glebe Practice,GP,Persons,All ages,,,2019,11.9865221011387,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83039,Moulton Medical Centre,GP,Persons,All ages,,,2019,17.7744056181786,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83040,St. Peters Hill Surgery,GP,Persons,All ages,,,2019,18.6546760356915,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83041,The Woodland Medical Practice,GP,Persons,All ages,,,2019,22.8654519924099,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83042,Marsh Medical Practice,GP,Persons,All ages,,,2019,25.0365505693235,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83043,Market Rasen Surgery,GP,Persons,All ages,,,2019,18.2275915372153,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83044,Caskgate Street Surgery,GP,Persons,All ages,,,2019,41.0363583273894,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83045,Hawthorn Medical Practice,GP,Persons,All ages,,,2019,42.1873464084037,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83046,The Heath Surgery,GP,Persons,All ages,,,2019,11.4619636484909,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83048,St. Johns Medical Centre,GP,Persons,All ages,,,2019,18.6564042362974,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83049,Dr Sinha & Partners,GP,Persons,All ages,,,2019,27.7681452991453,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83051,Abbey Medical Practice,GP,Persons,All ages,,,2019,34.8739913252369,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83052,The Ingham Surgery,GP,Persons,All ages,,,2019,18.0842891602144,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83053,Colsterworth Surgery,GP,Persons,All ages,,,2019,16.0675955786736,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83054,Bourne Galletly Practice Team,GP,Persons,All ages,,,2019,9.81833900034002,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83055,Stickney Surgery,GP,Persons,All ages,,,2019,25.7450137186757,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83056,East Lindsey Medical Group,GP,Persons,All ages,,,2019,23.414518252251,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83057,Kirton Medical Centre,GP,Persons,All ages,,,2019,20.1028843657817,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83058,Washingborough Surgery,GP,Persons,All ages,,,2019,7.61750720892274,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83059,Greyfriars Surgery,GP,Persons,All ages,,,2019,23.3342331017573,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83060,The Sidings Medical Practice,GP,Persons,All ages,,,2019,23.6917303573442,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83061,North Thoresby Surgery,GP,Persons,All ages,,,2019,13.1428977202711,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83062,Church Walk Surgery,GP,Persons,All ages,,,2019,13.2124988432105,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83063,Long Sutton Medical Ctr.,GP,Persons,All ages,,,2019,24.5093020722469,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83064,Marisco Medical Practice,GP,Persons,All ages,,,2019,46.5568602909713,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83065,Littlebury Medical Centre,GP,Persons,All ages,,,2019,20.9980092619818,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83067,Dr Longfield and Partners,GP,Persons,All ages,,,2019,9.41459292183831,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83071,Newark Road Surgery,GP,Persons,All ages,,,2019,18.3566791034387,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83072,Minster Medical Practice,GP,Persons,All ages,,,2019,28.1425404837014,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83073,Cliff House Medical Practice,GP,Persons,All ages,,,2019,22.164734939759,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83074,Willingham-By-Stow Surgery,GP,Persons,All ages,,,2019,17.1173127131028,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83075,Vine Street Surgery,GP,Persons,All ages,,,2019,15.8893505115574,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83078,Brant Road & Springcliffe Surgery,GP,Persons,All ages,,,2019,19.373056982427,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83079,Glebe Park Surgery,GP,Persons,All ages,,,2019,22.6403032323232,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83080,The Harrowby Lane Surgery,GP,Persons,All ages,,,2019,17.6929463143723,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83082,Birchwood Medical Practice,GP,Persons,All ages,,,2019,25.2176537223549,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83083,The New Coningsby Surgery,GP,Persons,All ages,,,2019,18.2226401932846,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83085,James Street Family Practice,GP,Persons,All ages,,,2019,24.7250736344015,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83611,The Bassingham Surgery,GP,Persons,All ages,,,2019,9.86676614148903,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83613,Caistor Health Centre,GP,Persons,All ages,,,2019,17.8639992347427,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83614,Sutterton Surgery,GP,Persons,All ages,,,2019,25.7028106823266,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83617,Abbeyview Surgery,GP,Persons,All ages,,,2019,16.8057009184081,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83626,Brayford Medical Practice,GP,Persons,All ages,,,2019,23.6095047853078,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83631,The Spalding GP Surgery,GP,Persons,All ages,,,2019,13.5087512783053,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83634,Tasburgh Lodge Surgery,GP,Persons,All ages,,,2019,14.0807159034958,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83635,Woodhall Spa New Surgery,GP,Persons,All ages,,,2019,18.575481871547,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83641,Trent Valley Surgery,GP,Persons,All ages,,,2019,14.8678112468311,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83643,Binbrook Surgery,GP,Persons,All ages,,,2019,25.4158624314442,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83649,Market Cross Surgery,GP,Persons,All ages,,,2019,15.2516445092728,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83650,The Wragby Surgery,GP,Persons,All ages,,,2019,24.0933247721624,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C83653,Stackyard and Woolsthorpe Surgery,GP,Persons,All ages,,,2019,15.8480750988142,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C84001,Larwood Surgery,GP,Persons,All ages,,,2019,23.318398747673,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C84004,St Albans Medical Centre,GP,Persons,All ages,,,2019,44.517993137524,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C84005,East Leake Medical Group,GP,Persons,All ages,,,2019,6.31571362896952,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C84008,Tuxford Medical Centre,GP,Persons,All ages,,,2019,18.2826628248114,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C84009,Barnby Gate Surgery,GP,Persons,All ages,,,2019,20.9603956473214,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C84010,Trentside Medical Group,GP,Persons,All ages,,,2019,21.7987709877607,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C84011,Elmswood Surgery,GP,Persons,All ages,,,2019,23.4522183082791,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C84012,Willowbrook Medical Practice,GP,Persons,All ages,,,2019,32.7689627933197,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C84013,Kingfisher Family Practice,GP,Persons,All ages,,,2019,20.7355800837189,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C84014,Woodlands Medical Practice,GP,Persons,All ages,,,2019,24.6778375799311,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C84016,Oakwood Surgery,GP,Persons,All ages,,,2019,25.1981550110342,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C84017,Belvoir Health Group,GP,Persons,All ages,,,2019,9.18295047533924,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,C84018,Family Medical Centre (Sood),GP,Persons,All ages,,,2019,37.1153950276243,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
